source,symbol,base_asset,quote_asset,price,volume_24h,market_cap,rank,timestamp,raw_symbol,canonical_symbol,exchange,extra_metadata
binance,FUN/BTC,FUN,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,FUNBTC,FUN,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,FUN/ETH,FUN,ETH,1.46e-06,88.2224677,,,2026-03-31 13:33:53.697123+00:00,FUNETH,FUN,binance,"{""price_change_percent"": -20.219, ""trade_count"": 4000}"
binance,SNM/BTC,SNM,BTC,5.7e-07,12.82046841,,,2026-03-31 13:33:53.697123+00:00,SNMBTC,SNM,binance,"{""price_change_percent"": -52.101, ""trade_count"": 4001}"
binance,SNM/ETH,SNM,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,SNMETH,SNM,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,NEO/ETH,NEO,ETH,0.004775,187.72666444,,,2026-03-31 13:33:53.697123+00:00,NEOETH,NEO,binance,"{""price_change_percent"": -16.155, ""trade_count"": 4000}"
binance,IOTA/BTC,IOTA,BTC,8.1e-07,0.22210953,,,2026-03-31 13:33:53.697123+00:00,IOTABTC,IOTA,binance,"{""price_change_percent"": -1.22, ""trade_count"": 64}"
binance,IOTA/ETH,IOTA,ETH,3.346e-05,248.16183121,,,2026-03-31 13:33:53.697123+00:00,IOTAETH,IOTA,binance,"{""price_change_percent"": -15.334, ""trade_count"": 4000}"
binance,LINK/BTC,LINK,BTC,0.0001299,10.52596841,,,2026-03-31 13:33:53.697123+00:00,LINKBTC,LINK,binance,"{""price_change_percent"": -0.612, ""trade_count"": 1938}"
binance,LINK/ETH,LINK,ETH,0.004213,102.8362857,,,2026-03-31 13:33:53.697123+00:00,LINKETH,LINK,binance,"{""price_change_percent"": -1.611, ""trade_count"": 1604}"
binance,XVG/BTC,XVG,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,XVGBTC,XVG,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,XVG/ETH,XVG,ETH,2.47e-06,101.99437451,,,2026-03-31 13:33:53.697123+00:00,XVGETH,XVG,binance,"{""price_change_percent"": 11.765, ""trade_count"": 4000}"
binance,SALT/BTC,SALT,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,SALTBTC,SALT,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,SALT/ETH,SALT,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,SALTETH,SALT,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,MDA/BTC,MDA,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MDABTC,MDA,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,MDA/ETH,MDA,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MDAETH,MDA,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,MTL/BTC,MTL,BTC,4.05e-06,5.5539679,,,2026-03-31 13:33:53.697123+00:00,MTLBTC,MTL,binance,"{""price_change_percent"": -2.174, ""trade_count"": 4000}"
binance,MTL/ETH,MTL,ETH,0.0006834,247.99011545,,,2026-03-31 13:33:53.697123+00:00,MTLETH,MTL,binance,"{""price_change_percent"": -19.163, ""trade_count"": 4000}"
binance,SUB/BTC,SUB,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,SUBBTC,SUB,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,SUB/ETH,SUB,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,SUBETH,SUB,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,EOS/BTC,EOS,BTC,7.16e-06,7.25899271,,,2026-03-31 13:33:53.697123+00:00,EOSBTC,EOS,binance,"{""price_change_percent"": 5.294, ""trade_count"": 4000}"
binance,SNT/BTC,SNT,BTC,3.2e-07,6.22627057,,,2026-03-31 13:33:53.697123+00:00,SNTBTC,SNT,binance,"{""price_change_percent"": 45.455, ""trade_count"": 4000}"
binance,ETC/ETH,ETC,ETH,0.00387,107.7580188,,,2026-03-31 13:33:53.697123+00:00,ETCETH,ETC,binance,"{""price_change_percent"": -5.379, ""trade_count"": 4000}"
binance,ETC/BTC,ETC,BTC,0.0001211,0.38029574,,,2026-03-31 13:33:53.697123+00:00,ETCBTC,ETC,binance,"{""price_change_percent"": -0.493, ""trade_count"": 354}"
binance,MTH/BTC,MTH,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MTHBTC,MTH,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,MTH/ETH,MTH,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MTHETH,MTH,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,ENG/BTC,ENG,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,ENGBTC,ENG,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,ENG/ETH,ENG,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,ENGETH,ENG,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,DNT/BTC,DNT,BTC,1.86e-06,16.34056788,,,2026-03-31 13:33:53.697123+00:00,DNTBTC,DNT,binance,"{""price_change_percent"": -17.333, ""trade_count"": 4001}"
binance,ZEC/BTC,ZEC,BTC,0.0037596,39.71437644,,,2026-03-31 13:33:53.697123+00:00,ZECBTC,ZEC,binance,"{""price_change_percent"": 12.469, ""trade_count"": 13208}"
binance,ZEC/ETH,ZEC,ETH,0.12218,124.90500763,,,2026-03-31 13:33:53.697123+00:00,ZECETH,ZEC,binance,"{""price_change_percent"": 11.713, ""trade_count"": 3573}"
binance,BNT/BTC,BNT,BTC,7.94e-06,1.08022975,,,2026-03-31 13:33:53.697123+00:00,BNTBTC,BNT,binance,"{""price_change_percent"": -2.337, ""trade_count"": 4000}"
binance,AST/BTC,AST,BTC,1.24e-06,2.75877802,,,2026-03-31 13:33:53.697123+00:00,ASTBTC,AST,binance,"{""price_change_percent"": -4.615, ""trade_count"": 4000}"
binance,AST/ETH,AST,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,ASTETH,AST,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,DASH/BTC,DASH,BTC,0.000495,1.35371141,,,2026-03-31 13:33:53.697123+00:00,DASHBTC,DASH,binance,"{""price_change_percent"": 3.061, ""trade_count"": 998}"
binance,DASH/ETH,DASH,ETH,0.02084,214.67766413,,,2026-03-31 13:33:53.697123+00:00,DASHETH,DASH,binance,"{""price_change_percent"": -16.906, ""trade_count"": 4000}"
binance,OAX/BTC,OAX,BTC,3.8e-07,3.95122264,,,2026-03-31 13:33:53.697123+00:00,OAXBTC,OAX,binance,"{""price_change_percent"": -55.294, ""trade_count"": 4000}"
binance,ICN/BTC,ICN,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,ICNBTC,ICN,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,BTG/BTC,BTG,BTC,0.000913,25.35711222,,,2026-03-31 13:33:53.697123+00:00,BTGBTC,BTG,binance,"{""price_change_percent"": -2.248, ""trade_count"": 4001}"
binance,BTG/ETH,BTG,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,BTGETH,BTG,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,EVX/BTC,EVX,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,EVXBTC,EVX,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,EVX/ETH,EVX,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,EVXETH,EVX,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,REQ/BTC,REQ,BTC,1.12e-06,8.27202713,,,2026-03-31 13:33:53.697123+00:00,REQBTC,REQ,binance,"{""price_change_percent"": -13.178, ""trade_count"": 4000}"
binance,REQ/ETH,REQ,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,REQETH,REQ,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,VIB/BTC,VIB,BTC,5.1e-07,4.88009023,,,2026-03-31 13:33:53.697123+00:00,VIBBTC,VIB,binance,"{""price_change_percent"": -12.069, ""trade_count"": 4000}"
binance,VIB/ETH,VIB,ETH,3.45e-05,129.83515609,,,2026-03-31 13:33:53.697123+00:00,VIBETH,VIB,binance,"{""price_change_percent"": -7.358, ""trade_count"": 4000}"
binance,HSR/ETH,HSR,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,HSRETH,HSR,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,TRX/BTC,TRX,BTC,4.72e-06,11.2215136,,,2026-03-31 13:33:53.697123+00:00,TRXBTC,TRX,binance,"{""price_change_percent"": 0.64, ""trade_count"": 2903}"
binance,TRX/ETH,TRX,ETH,0.0001532,312.76686749,,,2026-03-31 13:33:53.697123+00:00,TRXETH,TRX,binance,"{""price_change_percent"": -0.215, ""trade_count"": 5526}"
binance,POWR/BTC,POWR,BTC,9.4e-07,6.78378156,,,2026-03-31 13:33:53.697123+00:00,POWRBTC,POWR,binance,"{""price_change_percent"": -10.476, ""trade_count"": 4000}"
binance,POWR/ETH,POWR,ETH,2.76e-05,88.9367753,,,2026-03-31 13:33:53.697123+00:00,POWRETH,POWR,binance,"{""price_change_percent"": -28.682, ""trade_count"": 4000}"
binance,ARK/BTC,ARK,BTC,1.679e-05,24.49015188,,,2026-03-31 13:33:53.697123+00:00,ARKBTC,ARK,binance,"{""price_change_percent"": -3.947, ""trade_count"": 4000}"
binance,ARK/ETH,ARK,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,ARKETH,ARK,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,YOYO/ETH,YOYO,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,YOYOETH,YOYO,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,XRP/BTC,XRP,BTC,1.978e-05,60.5084623,,,2026-03-31 13:33:53.697123+00:00,XRPBTC,XRP,binance,"{""price_change_percent"": -0.753, ""trade_count"": 14116}"
binance,XRP/ETH,XRP,ETH,0.0006412,403.06535797,,,2026-03-31 13:33:53.697123+00:00,XRPETH,XRP,binance,"{""price_change_percent"": -1.837, ""trade_count"": 4779}"
binance,MOD/BTC,MOD,BTC,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MODBTC,MOD,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,MOD/ETH,MOD,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,MODETH,MOD,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,ENJ/BTC,ENJ,BTC,3.5e-07,1.66585637,,,2026-03-31 13:33:53.697123+00:00,ENJBTC,ENJ,binance,"{""price_change_percent"": -10.256, ""trade_count"": 4000}"
binance,ENJ/ETH,ENJ,ETH,6.172e-05,144.79535101,,,2026-03-31 13:33:53.697123+00:00,ENJETH,ENJ,binance,"{""price_change_percent"": -7.369, ""trade_count"": 4000}"
binance,STORJ/BTC,STORJ,BTC,1.43e-06,1.54919185,,,2026-03-31 13:33:53.697123+00:00,STORJBTC,STORJ,binance,"{""price_change_percent"": -4.667, ""trade_count"": 4000}"
binance,STORJ/ETH,STORJ,ETH,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,STORJETH,STORJ,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
binance,BNB/USDT,BNB,USDT,607.59,72834225.58313,,,2026-03-31 13:33:53.697123+00:00,BNBUSDT,BNB,binance,"{""price_change_percent"": -1.886, ""trade_count"": 816668}"
binance,VENBNB/UNKNOWN,VENBNB,UNKNOWN,0.0,0.0,,,2026-03-31 13:33:53.697123+00:00,VENBNB,VENBNB,binance,"{""price_change_percent"": 0.0, ""trade_count"": 0}"
